solver,problem,restarts,conflicts,decisions,propagations,conf_lits,num_ev,ev_decisions,ev_conflicts,ev_learnt,total_lbd,mem_used,cpu_time,er_time,satisfiability
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round50_restrict440_maplesat_preprocess.cnf,8089,4485779,8306426,9695739962,838040378,0,0,0,0,174826106,125,4948.39,0.002441,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p030.aig_unroll22_maplesat_preprocess.cnf,7,1104,2952,125305,11337,0,0,0,0,6389,12,0.059227,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_4870.smt2_maplesat_preprocess.cnf,1962,901540,1482816,896700885,66932791,0,0,0,0,29634824,32,223.386,0.000657,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round70_restrict445_maplesat_preprocess.cnf,4605,2662106,6696912,10060739793,327894748,0,0,0,0,102019060,62,4949.3,0.001064,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/circular_pointer_top_w16_d64_e0.aig_unroll19_maplesat_preprocess.cnf,1022,439456,1619111,219454125,11273679,0,0,0,0,4988751,31,50.5499,0.000234,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round24_restrict470_maplesat_preprocess.cnf,61,14258,23187,2894960,232001,0,0,0,0,95647,13,0.793266,2.10E-05,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds71_maplesat_preprocess.cnf,14333,8852952,40304448,9056611860,1418274486,0,0,0,0,621368981,173,4949.52,0.002961,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/5regular/tseitin_680n_5regular_maplesat_preprocess.cnf,127144,96380712,319191476,2523490550,34417948800,0,0,0,0,32559470065,1017,4873.14,0.006195,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round28_restrict445_maplesat_preprocess.cnf,23290,15385302,22755674,8775978633,1744486470,0,0,0,0,506019361,135,4947.15,0.002654,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round58_restrict455_maplesat_preprocess.cnf,5405,3083596,6317685,9885405891,475649812,0,0,0,0,106332252,84,4948.59,0.001908,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix/rounds64_maplesat_preprocess.cnf,12828,8027317,45248347,8976990786,1182381379,0,0,0,0,557100528,172,4947.09,0.002319,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round44_restrict500_maplesat_preprocess.cnf,30,6078,28945,3437355,123658,0,0,0,0,39907,15,1.35945,7.00E-06,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/arbitrated_top_n3_w128_d128_e0.aig_unroll17_maplesat_preprocess.cnf,255,95166,171254,114961001,2267024,0,0,0,0,1047867,491,96.4461,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round68_restrict465_maplesat_preprocess.cnf,4093,2117143,4922623,8914409000,273210958,0,0,0,0,61955400,67,4953.51,0.000954,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018A/zipcpu-busdelay-p18.aig_unroll20_maplesat_preprocess.cnf,2,169,287,19564,1390,0,0,0,0,830,11,0.007735,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_82_42_grid_maplesat_preprocess.cnf,262143,227584003,1505450963,3466698407,12775862258,0,0,0,0,11458680130,1741,4906.44,0.005643,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand/rounds59_maplesat_preprocess.cnf,16382,10283048,50460680,10190380159,1621493579,0,0,0,0,631026606,214,4946.71,0.002974,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/shift_register_top_w128_d32_e0.aig_unroll17_maplesat_preprocess.cnf,3530,1809275,59597243,1780966789,49158872,0,0,0,0,21505182,39,433.475,0.000482,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_qflexpress_divfive-p032.aig_unroll19_maplesat_preprocess.cnf,9,1340,2981,91633,13341,0,0,0,0,7413,11,0.034359,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-zipmmu-p00.aig_unroll15_maplesat_preprocess.cnf,30,5840,10558,627280,116852,0,0,0,0,48922,13,0.224324,7.00E-06,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_3562.smt2_maplesat_preprocess.cnf,1023,470528,1113062,418273624,28684613,0,0,0,0,12093834,33,128.053,0.00041,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round56_restrict490_maplesat_preprocess.cnf,4282,2518496,4374249,10385518476,227501925,0,0,0,0,35671242,68,4948.92,0.001944,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_8044.smt2_maplesat_preprocess.cnf,15,2679,7768,114250,19653,0,0,0,0,13787,12,0.042138,6.00E-06,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p071.aig_unroll17_maplesat_preprocess.cnf,7,878,2211,60166,7889,0,0,0,0,4353,11,0.024023,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round24_restrict465_maplesat_preprocess.cnf,7,1186,2780,92312,9682,0,0,0,0,5467,12,0.044398,0,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/cal128/cal128.aig_unroll17_maplesat_preprocess.cnf,50388,36662278,104788415,14213319229,1640785485,0,0,0,0,1030271553,257,4949.78,0.004067,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/opensource/vis_arrays_field5/vis_arrays_field5.aig_unroll3_maplesat_preprocess.cnf,7,937,1971,91348,10260,0,0,0,0,4461,11,0.027095,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crafted/community_attachment_2016/modgen-n200-m90860q08c40-21438_maplesat_preprocess.cnf,2,184,600,3582,740,0,0,0,0,616,11,0.004742,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix/rounds30_maplesat_preprocess.cnf,34813,25611951,77291140,7603967620,3347370870,0,0,0,0,1278474636,240,4942.25,0.004241,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round24_restrict445_maplesat_preprocess.cnf,506,180958,216690,41665535,3582057,0,0,0,0,1703641,12,15.4632,0.0001,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_two_operand_restricted/round68_restrict445_maplesat_preprocess.cnf,4771,2744785,6259530,10281644031,474244973,0,0,0,0,99930492,90,4949.06,0.00111,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/circular_pointer_top_w16_d16_e0.aig_unroll9_maplesat_preprocess.cnf,29,5562,22003,708338,70342,0,0,0,0,36441,12,0.208939,3.00E-06,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/vgasim_imgfifo-p039.aig_unroll12_maplesat_preprocess.cnf,1,3,2,91,2,0,0,0,0,0,11,0,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/picorv32-check-p17.aig_unroll12_maplesat_preprocess.cnf,2,130,7530,69576,776,0,0,0,0,519,18,0.066084,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round38_restrict490_maplesat_preprocess.cnf,11004,6786608,7891382,11697551146,215694596,0,0,0,0,95652766,58,4948.58,0.001183,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/dspfilters_fastfir_second-p16.aig_unroll12_maplesat_preprocess.cnf,1,34,144,57672,132,0,0,0,0,88,22,0.094451,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round62_restrict505_maplesat_preprocess.cnf,203,65993,1251809,22393456,789904,0,0,0,0,535110,36,7.17576,8.40E-05,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/VexRiscv-regch0-20-p1.aig_unroll19_maplesat_preprocess.cnf,1,12,1329,13550,55,0,0,0,0,52,25,0.088858,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand_restricted/round42_restrict505_maplesat_preprocess.cnf,6,801,6883,1909368,9193,0,0,0,0,4785,18,0.639393,0,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_804.smt2_maplesat_preprocess.cnf,3490,1797360,2242037,203520619,39245236,0,0,0,0,20969801,32,109.128,0.000487,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018A/zipcpu-busdelay-p02.aig_unroll17_maplesat_preprocess.cnf,63,18058,27104,1512175,376346,0,0,0,0,168676,11,0.611334,2.40E-05,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand_restricted/round46_restrict495_maplesat_preprocess.cnf,541,236723,2077919,1104252395,5639924,0,0,0,0,2717494,27,458.163,0.000239,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p089.aig_unroll17_maplesat_preprocess.cnf,4,471,1622,47157,3812,0,0,0,0,2282,11,0.021229,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/4regular/tseitin_520n_4regular_maplesat_preprocess.cnf,147454,122415301,282704300,1959649450,24466304713,0,0,0,0,23067756862,771,4873.26,0.003729,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round28_restrict440_maplesat_preprocess.cnf,20717,14015512,20440175,8121563192,1637248823,0,0,0,0,473040818,151,4948.23,0.002476,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019A/picorv32_mutCX_nomem-p3.aig_unroll21_maplesat_preprocess.cnf,316,116586,722430,402654832,16476058,0,0,0,0,1710728,219,128.037,4.10E-05,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/beem/brp.2.prop1-func-interl.aig_unroll17_maplesat_preprocess.cnf,3,248,690,62370,6817,0,0,0,0,1197,12,0.022394,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_4658.smt2_maplesat_preprocess.cnf,190,63637,82818,4972977,899009,0,0,0,0,615671,11,1.84143,4.40E-05,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round56_restrict470_maplesat_preprocess.cnf,5629,3202401,6236492,10822966756,292729690,0,0,0,0,88552835,73,4948.94,0.001146,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_9020.smt2_maplesat_preprocess.cnf,3581,1850533,2854894,2828014126,164933441,0,0,0,0,73956807,50,769.129,0.00051,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round58_restrict505_maplesat_preprocess.cnf,6,699,2436,660792,7069,0,0,0,0,3423,15,0.2999,0,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/dspfilters_fastfir_second-p29.aig_unroll15_maplesat_preprocess.cnf,1,82,514,189551,498,0,0,0,0,262,31,0.176156,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_16373.smt2_maplesat_preprocess.cnf,24574,16739491,21929303,875249217,498126944,0,0,0,0,254179166,110,1296.25,0.002778,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divfive-p054.aig_unroll19_maplesat_preprocess.cnf,1,44,399,2373,143,0,0,0,0,120,12,0.003114,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_qflexpress_divfive-p122.aig_unroll22_maplesat_preprocess.cnf,15,2640,6937,172298,27331,0,0,0,0,15296,12,0.069021,3.00E-06,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/cal146/cal146.aig_unroll12_maplesat_preprocess.cnf,43005,31016658,73083814,13944830721,1150570501,0,0,0,0,691249847,199,4948.18,0.004219,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_2752.smt2_maplesat_preprocess.cnf,7,1027,2021,59485,9361,0,0,0,0,5608,11,0.026862,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_7427.smt2_maplesat_preprocess.cnf,5629,3200189,8406944,3225308633,315633181,0,0,0,0,121832282,83,866.286,0.000885,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2017/bench_16566.smt2_maplesat_preprocess.cnf,510,197563,273918,17546798,3506621,0,0,0,0,2137090,15,6.20282,0.000118,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/shift_register_top_w64_d32_e0.aig_unroll19_maplesat_preprocess.cnf,4093,2107331,36178149,1127634370,69800430,0,0,0,0,26784894,47,291.655,0.000394,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/6regular/tseitin_540n_6regular_maplesat_preprocess.cnf,122934,93877024,314289119,2251964360,36037822452,0,0,0,0,34445400141,1360,4839.5,0.003879,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_2427.smt2_maplesat_preprocess.cnf,923,384474,721270,363137613,20361292,0,0,0,0,8869677,32,92.9218,0.00021,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/tools_driven_by_sat_solvers_2016/add_01_1000_4.smt2-cvc4_maplesat_preprocess.cnf,589,252683,406537,151130128,12790992,0,0,0,0,3048048,23,42.5787,0.0002,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019A/picorv32_mutCX_nomem-p8.aig_unroll19_maplesat_preprocess.cnf,8190,4830605,13899498,13844037669,684170427,0,0,0,0,114078756,283,4946.12,0.001083,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round36_restrict495_maplesat_preprocess.cnf,183,57654,338255,98014503,1258206,0,0,0,0,620468,18,28.4127,7.20E-05,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_counter_chain_restricted/round40_restrict455_maplesat_preprocess.cnf,4094,2170356,4720858,12067665756,113618157,0,0,0,0,80499230,57,4949.13,0.000954,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p086.aig_unroll12_maplesat_preprocess.cnf,3,221,396,15877,1323,0,0,0,0,873,11,0.009553,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_5263.smt2_maplesat_preprocess.cnf,1645,774180,1207128,720206286,53394753,0,0,0,0,24086624,32,185.879,0.000375,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/beem/cambridge.7.prop2-back-serstep.aig_unroll6_maplesat_preprocess.cnf,3,259,984,555695,5385,0,0,0,0,1759,17,0.161219,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_31_12_grid_maplesat_preprocess.cnf,229372,186785900,326986520,908085863,6463069876,0,0,0,0,5741970782,456,4933.49,0.006732,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_qflexpress_divfive-p122.aig_unroll15_maplesat_preprocess.cnf,7,1114,2617,65861,9888,0,0,0,0,5816,11,0.023991,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/mann/data-integrity/unsafe/arbitrated_top_n2_w128_d16_e0.aig_unroll22_maplesat_preprocess.cnf,15,2840,18092,1791999,61995,0,0,0,0,23708,60,0.813009,0,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p048.aig_unroll22_maplesat_preprocess.cnf,2,109,1087,7441,528,0,0,0,0,345,12,0.008638,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain_restricted/round44_restrict475_maplesat_preprocess.cnf,8190,4861406,6630792,10404472945,529817842,0,0,0,0,120183006,87,4949.64,0.001797,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-zipmmu-p32.aig_unroll9_maplesat_preprocess.cnf,3,264,1955,18093,2090,0,0,0,0,1329,11,0.014102,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round62_restrict475_maplesat_preprocess.cnf,2043,934809,5980818,9771895810,41381039,0,0,0,0,21824204,50,4948.38,0.000694,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand_restricted/round28_restrict490_maplesat_preprocess.cnf,8191,5135472,5432412,6366738278,238571305,0,0,0,0,64966373,59,2193.53,0.001232,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/mul3/mul3.aig_unroll21_maplesat_preprocess.cnf,16381,10087946,144198128,14464991823,2317380367,0,0,0,0,279471490,4470,4940.88,0.010729,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_49_33_grid_maplesat_preprocess.cnf,1,0,1535,3076,0,0,0,0,0,0,12,0.004857,0,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin_rnd/4regular/tseitin_120n_4regular_maplesat_preprocess.cnf,202748,167478622,252537133,1025454462,7685612950,0,0,0,0,6870977308,324,4937.85,0.004717,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_55_33_grid_maplesat_preprocess.cnf,270334,241257490,954678668,2287536078,14460432566,0,0,0,0,13293668229,1145,4899.98,0.005501,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/goel/industry/cal33/cal33.aig_unroll22_maplesat_preprocess.cnf,41979,30355580,51895103,13777730949,1698412132,0,0,0,0,703818496,160,4948.95,0.002317,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_17249.smt2_maplesat_preprocess.cnf,6,765,1603,28073,6043,0,0,0,0,3867,11,0.017564,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_two_operand_restricted/round26_restrict480_maplesat_preprocess.cnf,18265,12350500,13151071,6685695333,503377639,0,0,0,0,213406156,80,4949.18,0.001571,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2019C/qspiflash_dualflexpress_divthree-p138.aig_unroll21_maplesat_preprocess.cnf,22,4217,8938,425594,66052,0,0,0,0,35149,12,0.151192,6.00E-06,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/tseitin/tseitin_73_12_grid_maplesat_preprocess.cnf,262143,227553698,519336559,1389051691,9772916378,0,0,0,0,8689060142,851,4915.51,0.005109,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha256_preimage_dot_matrix_restricted/round26_restrict485_maplesat_preprocess.cnf,24568,16003506,18474157,4339530757,603385055,0,0,0,0,233706077,86,4949.2,0.001506,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_dot_matrix_restricted/round52_restrict480_maplesat_preprocess.cnf,6907,3904343,6817639,13377150874,226053141,0,0,0,0,86099970,73,4949.26,0.000882,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_1340.smt2_maplesat_preprocess.cnf,2426,1263615,2059713,1567638711,102022971,0,0,0,0,46227955,49,427.095,0.000458,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crafted/k_colorability_2018/queen13_13.col.13_maplesat_preprocess.cnf,89624,68299463,76828280,4029607355,2209188460,0,0,0,0,946116555,218,4945.42,0.004144,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/verification/hwmcc19/aig/wolf/2018D/zipcpu-zipmmu-p00.aig_unroll12_maplesat_preprocess.cnf,12,1795,2858,188504,24411,0,0,0,0,12498,12,0.066029,0,UNSATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crafted/cnfgen/parity/parity_49_maplesat_preprocess.cnf,32766,22741178,24095916,283799205,7759093058,0,0,0,0,706550591,631,4914.22,0.002408,INDETERMINATE
maplesat,/scratch/jt2chung/parameters_of_industiral/agile/2016/bench_3256.smt2_maplesat_preprocess.cnf,1405,654862,1181830,800150020,43886858,0,0,0,0,19271941,46,212.98,0.000354,SATISFIABLE
maplesat,/scratch/jt2chung/parameters_of_industiral/crypto/sha1_preimage_counter_chain/rounds31_maplesat_preprocess.cnf,36348,26463881,70162233,7932704222,3479615276,0,0,0,0,1328571542,202,4943.3,0.004914,INDETERMINATE
